0.04,0.05,0.08,0.16,0.20,0.21,0.22,0.22,0.28,0.22,0.21,0.22,0.23,0.19,0.18,0.18,0.17,0.14,0.13,0.20,0.21,0.19,0.21,0.24,0.30,0.30,0.25,0.23,0.21,0.18,0.14,0.12,0.11,0.10,0.09,0.07,0.12,0.12,0.12,0.10,0.10,0.11,0.10,0.10,0.11,0.06,0.05,0.00,0.05,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.31,0.78,1.05,1.15
2.05,2.24,2.04,1.39,1.14,1.18,1.12,1.08,1.10,1.05,1.06,0.97,0.90,0.93,0.86,0.78,0.66,0.65,0.73,0.80,0.84,0.77,0.92,0.99,1.17,1.12,1.13,1.09,1.27,1.43,1.41,1.14,0.91,0.67,0.54,0.37,0.37,0.20,0.26,0.18,0.11,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.20,0.20,0.36,0.63,0.62,0.59,0.47,0.43,0.34,0.40,0.37,0.34,0.29,0.24,0.19,0.24,0.22,0.22,0.18,0.19,0.17,0.14,0.20,0.37,0.54,0.29,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.65,15.01,16.73,16.47,15.96,14.95,12.98,11.92,11.01,10.26,9.97,9.10,8.48,8.53,7.94,7.51,7.17,7.07,7.29,7.87,8.15,7.60,6.49,6.01,6.15,6.28,6.04,5.68,5.90,6.40,6.62,6.24,4.51,3.48,3.89,2.99,2.96,2.34,2.25,2.30,2.52,2.04,1.13,0.63,0.39,0.20,0.06,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.18,0.22,0.22,0.20,0.17
3.39,3.04,2.79,2.30,1.97,1.91,1.76,1.93,2.29,2.47,2.51,2.45,2.19,1.67,1.11,1.06,0.88,0.71,0.44,0.69,0.87,1.10,1.03,1.22,1.53,1.70,1.86,1.72,1.75,2.07,3.06,2.95,2.37,1.82,2.00,1.77,2.87,3.35,3.59,3.80,4.41,5.63,4.79,4.95,4.17,3.55,3.01,3.63,3.09,2.73,2.97
0.52,0.46,0.58,0.54,0.65,0.68,0.71,0.80,0.79,0.65,0.72,0.69,0.67,0.63,0.59,0.57,0.59,0.53,0.51,0.52,0.54,0.64,0.69,0.62,0.70,0.69,0.66,0.69,0.72,0.69,0.60,0.50,0.40,0.33,0.31,0.33,0.54,0.45,0.41,0.38,0.39,0.44,0.32,0.34,0.34,0.24,0.17,0.18,0.16,0.16,0.19
0.27,0.17,0.15,0.19,0.19,0.37,0.32,0.25,0.19,0.19,0.21,0.31,0.39,0.35,0.28,0.26,0.35,0.32,0.29,0.24,0.22,0.25,0.30,0.30,0.25,0.22,0.27,0.27,0.18,0.20,0.23,0.27,0.22,0.20,0.18,0.14,0.14,0.20,0.17,0.15,0.13,0.17,0.14,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.13
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.14,0.12,0.10,0.22,0.18,0.15,0.14,0.18,0.19,0.17,0.18,0.22,0.18,0.18,0.18,0.19,0.19
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.07,0.20,0.32,0.22,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.03,0.03,0.00,0.02,0.02,0.03,0.10,0.12,0.23,0.20,0.92,1.08,0.94,0.67,0.32,0.73,0.68,0.61,0.77,0.51,0.67,1.42
